54638,ΘΕΣΣΑΛΟΝΙΚΗ,40.6205372,22.9639344,207,47132
54639,ΘΕΣΣΑΛΟΝΙΚΗ,40.6240131,22.9458194,208,48100
54640,ΘΕΣΣΑΛΟΝΙΚΗ,40.6186627,22.9570433,209,50200
54641,ΘΕΣΣΑΛΟΝΙΚΗ,40.6144782,22.9551354,210,51100
54642,ΘΕΣΣΑΛΟΝΙΚΗ,40.6099673,22.9568021,211,52100
54643,ΘΕΣΣΑΛΟΝΙΚΗ,40.60707,22.9526718,212,53100
54644,ΘΕΣΣΑΛΟΝΙΚΗ,40.6074317,22.9598784,213,54248
54645,ΘΕΣΣΑΛΟΝΙΚΗ,40.6015101,22.9525926,214,54249
54655,ΘΕΣΣΑΛΟΝΙΚΗ,40.594229,22.9523189,215,54351
55131,ΚΑΛΑΜΑΡΙΑ,40.5849639,22.9460941,216,54352
55132,ΚΑΛΑΜΑΡΙΑ,40.5745629,22.9465596,217,54453
55133,ΚΑΛΑΜΑΡΙΑ,40.5830803,22.9600784,218,54454
55134,ΚΑΛΑΜΑΡΙΑ,40.5751549,22.9699237,219,54621
55135,ΚΑΛΑΜΑΡΙΑ,40.5846611,22.9529208,220,54622
55236,ΠΑΝΟΡΑΜΑ,40.5885408,23.0279289,221,54623
55337,ΤΡΙΑΝΔΡΙΑ,40.6241099,22.9734623,222,54624
55534,ΠΥΛΑΙΑ,40.6027503,22.9896482,223,54631
55535,ΠΥΛΑΙΑ,40.6027503,22.9896482,224,54632
56429,ΕΥΚΑΡΠΙΑ,40.6897403,22.9541166,225,54633
56625,ΣΥΚΙΕΣ,40.647828,22.9504965,226,54635
57008,ΙΩΝΙΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,40.6102571,22.9673278,227,54636
57013,ΩΡΑΙΟΚΑΣΤΡΟ,40.7277887,22.9205214,228,54638
57019,ΝΕΟΙ ΕΠΙΒΑΤΕΣ,40.49877,22.9122276,229,54639
57021,ΑΣΠΡΟΒΑΛΤΑ,40.7199504,23.7069058,230,54640
57400,ΣΙΝΔΟΣ,40.6717164,22.8015174,231,54641
57500,ΕΠΑΝΟΜΗ,40.4289764,22.9304174,232,54642
58100,ΓΙΑΝΝΙΤΣΑ,40.7943587,22.4144481,233,54643
58200,ΕΔΕΣΣΑ,40.8016803,22.0439798,234,54644
59200,ΝΑΟΥΣΑ,40.6294406,22.0688549,235,54645
